Result Time,Granularity Period,Object Name,Reliability,"L.Thrp.bits.DL","L.Thrp.bits.DL.LastTTI","L.Thrp.bits.DL.Max","L.Thrp.bits.DL.QCI.1","L.Thrp.bits.DL.QCI.1.Max","L.Thrp.bits.DL.QCI.2","L.Thrp.bits.DL.QCI.2.Max","L.Thrp.bits.DL.QCI.3","L.Thrp.bits.DL.QCI.3.Max","L.Thrp.bits.DL.QCI.4","L.Thrp.bits.DL.QCI.4.Max","L.Thrp.bits.DL.QCI.5","L.Thrp.bits.DL.QCI.5.Max","L.Thrp.bits.DL.QCI.6","L.Thrp.bits.DL.QCI.65","L.Thrp.bits.DL.QCI.66","L.Thrp.bits.DL.QCI.69","L.Thrp.bits.DL.QCI.6.Max","L.Thrp.bits.DL.QCI.7","L.Thrp.bits.DL.QCI.70","L.Thrp.bits.DL.QCI.7.Max","L.Thrp.bits.DL.QCI.8","L.Thrp.bits.DL.QCI.8.Max","L.Thrp.bits.DL.QCI.9","L.Thrp.bits.DL.QCI.9.Max","L.Thrp.bits.UE.UL.LastTTI","L.Thrp.bits.UL","L.Thrp.bits.UL.Max","L.Thrp.bits.UL.QCI.1","L.Thrp.bits.UL.QCI.1.Max","L.Thrp.bits.UL.QCI.2","L.Thrp.bits.UL.QCI.2.Max","L.Thrp.bits.UL.QCI.3","L.Thrp.bits.UL.QCI.3.Max","L.Thrp.bits.UL.QCI.4","L.Thrp.bits.UL.QCI.4.Max","L.Thrp.bits.UL.QCI.5","L.Thrp.bits.UL.QCI.5.Max","L.Thrp.bits.UL.QCI.6","L.Thrp.bits.UL.QCI.65","L.Thrp.bits.UL.QCI.66","L.Thrp.bits.UL.QCI.69","L.Thrp.bits.UL.QCI.6.Max","L.Thrp.bits.UL.QCI.7","L.Thrp.bits.UL.QCI.70","L.Thrp.bits.UL.QCI.7.Max","L.Thrp.bits.UL.QCI.8","L.Thrp.bits.UL.QCI.8.Max","L.Thrp.bits.UL.QCI.9","L.Thrp.bits.UL.QCI.9.Max","L.Thrp.Time.Cell.DL.HighPrecision","L.Thrp.Time.Cell.UL.HighPrecision","L.Thrp.Time.DL","L.Thrp.Time.DL.QCI.1","L.Thrp.Time.DL.QCI.2","L.Thrp.Time.DL.QCI.3","L.Thrp.Time.DL.QCI.4","L.Thrp.Time.DL.QCI.5","L.Thrp.Time.DL.QCI.6","L.Thrp.Time.DL.QCI.65","L.Thrp.Time.DL.QCI.66","L.Thrp.Time.DL.QCI.69","L.Thrp.Time.DL.QCI.7","L.Thrp.Time.DL.QCI.70","L.Thrp.Time.DL.QCI.8","L.Thrp.Time.DL.QCI.9","L.Thrp.Time.DL.RmvLastTTI","L.Thrp.Time.UE.UL.RmvLastTTI","L.Thrp.Time.UL","L.Thrp.Time.UL.QCI.1","L.Thrp.Time.UL.QCI.2","L.Thrp.Time.UL.QCI.3","L.Thrp.Time.UL.QCI.4","L.Thrp.Time.UL.QCI.5","L.Thrp.Time.UL.QCI.6","L.Thrp.Time.UL.QCI.65","L.Thrp.Time.UL.QCI.66","L.Thrp.Time.UL.QCI.69","L.Thrp.Time.UL.QCI.7","L.Thrp.Time.UL.QCI.70","L.Thrp.Time.UL.QCI.8","L.Thrp.Time.UL.QCI.9"
,Minutes,,,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,bit,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms,ms
2022-07-22 02:00+09:00,15,"ZZP288_PAB0793_HV_RINDU/Cell:eNodeB Function Name=ZZP288_PAB0793_HV_RINDU, Local Cell ID=22, Cell Name=ZZP288MT1_PAB0793_HV_RINDU_MT02, eNodeB ID=1041288, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP288_PAB0793_HV_RINDU/Cell:eNodeB Function Name=ZZP288_PAB0793_HV_RINDU, Local Cell ID=12, Cell Name=ZZP288MT1_PAB0793_HV_RINDU_MT01, eNodeB ID=1041288, Cell FDD TDD indication=CELL_FDD",Reliable,166514312,37269392,3512853,0,0,0,0,0,0,0,0,0,0,165211464,0,0,0,3474339,0,0,0,1302848,145207,0,0,5127672,13280824,341146,0,0,0,0,0,0,0,0,0,0,12373416,0,0,0,341146,32,0,16,907376,123204,0,0,19311,9101,15854,0,0,0,0,0,15322,0,0,0,2,0,530,0,11862,3538,9123,0,0,0,0,0,8410,0,0,0,2,0,711,0
2022-07-22 02:00+09:00,15,"ZZP277_PAB0764_HV_SAGRIM/Cell:eNodeB Function Name=ZZP277_PAB0764_HV_SAGRIM, Local Cell ID=22, Cell Name=ZZP277MT1_PAB0764_HV_SAGRIM_MT02, eNodeB ID=1041277, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP277_PAB0764_HV_SAGRIM/Cell:eNodeB Function Name=ZZP277_PAB0764_HV_SAGRIM, Local Cell ID=12, Cell Name=ZZP277MT1_PAB0764_HV_SAGRIM_MT01, eNodeB ID=1041277, Cell FDD TDD indication=CELL_FDD",Reliable,1478933776,427506496,8851264,0,0,0,0,416,415,0,0,0,0,832514632,0,0,0,6389069,14424,0,2634,644990704,8615504,1413600,239756,27837280,108172104,2747017,0,0,0,0,0,0,0,0,0,0,69710744,0,0,0,2744215,312416,0,63654,37521912,361103,627032,134978,129456,69609,106849,0,0,1,0,0,56528,0,0,0,21,0,49931,368,77200,37720,70569,0,0,0,0,0,38441,0,0,0,150,0,31606,372
2022-07-22 02:00+09:00,15,"ZZP365_PAB0904_HV_MABRYEMA/Cell:eNodeB Function Name=ZZP365_PAB0904_HV_MABRYEMA, Local Cell ID=22, Cell Name=ZZP365MT1_PAB0904_HV_MABRYEMA_MT02, eNodeB ID=1041365, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP365_PAB0904_HV_MABRYEMA/Cell:eNodeB Function Name=ZZP365_PAB0904_HV_MABRYEMA, Local Cell ID=12, Cell Name=ZZP365MT1_PAB0904_HV_MABRYEMA_MT01, eNodeB ID=1041365, Cell FDD TDD indication=CELL_FDD",Reliable,311026008,79765656,3847680,0,0,0,0,0,0,0,0,0,0,75865864,0,0,0,2633357,0,0,0,235160144,3847680,0,0,13291904,36563680,331132,0,0,0,0,0,0,0,0,0,0,4755432,0,0,0,289759,0,0,0,31808248,323253,0,0,30624,38514,24434,0,0,0,0,0,5501,0,0,0,0,0,18933,0,16127,17775,39064,0,0,0,0,0,5947,0,0,0,0,0,33117,0
2022-07-22 02:00+09:00,15,"ZZP299_PAB0809_HV_ASNAIF/Cell:eNodeB Function Name=ZZP299_PAB0809_HV_ASNAIF, Local Cell ID=22, Cell Name=ZZP299MT1_PAB0809_HV_ASNAIF_MT02, eNodeB ID=1041299, Cell FDD TDD indication=CELL_FDD",Reliable,473888256,58799448,3507621,0,0,0,0,0,0,0,0,0,0,290118184,0,0,0,2991460,3991136,0,1639089,179690352,3097437,88584,30347,8390960,37412792,603011,0,0,0,0,0,0,0,0,0,0,26291104,0,0,0,602682,204912,0,76375,10323912,278379,592864,11214,93874,73172,90364,0,0,0,0,0,71522,0,0,0,2348,0,16386,108,86543,57328,74977,0,0,0,0,0,62039,0,0,0,221,0,12365,352
2022-07-22 02:00+09:00,15,"ZZP299_PAB0809_HV_ASNAIF/Cell:eNodeB Function Name=ZZP299_PAB0809_HV_ASNAIF, Local Cell ID=12, Cell Name=ZZP299MT1_PAB0809_HV_ASNAIF_MT01, eNodeB ID=1041299, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP296_PAB0804_HV_AWIT/Cell:eNodeB Function Name=ZZP296_PAB0804_HV_AWIT, Local Cell ID=22, Cell Name=ZZP296MT1_PAB0804_HV_AWIT_MT02, eNodeB ID=1041296, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP296_PAB0804_HV_AWIT/Cell:eNodeB Function Name=ZZP296_PAB0804_HV_AWIT, Local Cell ID=12, Cell Name=ZZP296MT1_PAB0804_HV_AWIT_MT01, eNodeB ID=1041296, Cell FDD TDD indication=CELL_FDD",Reliable,590784064,53490224,4137357,0,0,0,0,0,0,0,0,0,0,582361240,0,0,0,4137357,157056,0,38570,6925408,1112942,1340360,296798,11472760,40900488,335381,0,0,0,0,0,0,0,0,0,0,31806080,0,0,0,324843,3656,0,3616,8485480,132630,605272,90618,122217,61517,129990,0,0,0,0,0,126307,0,0,0,35,0,2670,978,123157,40620,62956,0,0,0,0,0,43780,0,0,0,27,0,18823,326
2022-07-22 02:00+09:00,15,"ZZP302_PAB0815_HV_IKUF_UTARA/Cell:eNodeB Function Name=ZZP302_PAB0815_HV_IKUF_UTARA, Local Cell ID=22, Cell Name=ZZP302MT1_PAB0815_HV_IKUF_UTARA_MT02, eNodeB ID=1041302, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP302_PAB0815_HV_IKUF_UTARA/Cell:eNodeB Function Name=ZZP302_PAB0815_HV_IKUF_UTARA, Local Cell ID=12, Cell Name=ZZP302MT1_PAB0815_HV_IKUF_UTARA_MT01, eNodeB ID=1041302, Cell FDD TDD indication=CELL_FDD",Reliable,84345288,6935632,2833546,0,0,0,0,0,0,0,0,0,0,23368,0,0,0,2387,320,0,321,84321600,2833546,0,0,2359384,6193144,252449,0,0,0,0,0,0,0,0,0,0,577328,0,0,0,10594,32,0,16,5615784,252449,0,0,13010,3918,12348,0,0,0,0,0,31,0,0,0,3,0,12314,0,11598,1812,3921,0,0,0,0,0,679,0,0,0,2,0,3240,0
2022-07-22 02:00+09:00,15,"ZZP339_PAB0872_HV_WARA/Cell:eNodeB Function Name=ZZP339_PAB0872_HV_WARA, Local Cell ID=22, Cell Name=ZZP339MT1_PAB0872_HV_WARA_MT02, eNodeB ID=1041339, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP339_PAB0872_HV_WARA/Cell:eNodeB Function Name=ZZP339_PAB0872_HV_WARA, Local Cell ID=12, Cell Name=ZZP339MT1_PAB0872_HV_WARA_MT01, eNodeB ID=1041339, Cell FDD TDD indication=CELL_FDD",Reliable,183752,170896,8430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183752,8430,0,0,606464,3210072,31273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,3210056,31273,0,0,241,4218,229,0,0,0,0,0,0,0,0,0,0,0,229,0,15,3244,4219,0,0,0,0,0,0,0,0,0,1,0,4218,0
2022-07-22 02:00+09:00,15,"ZZP321_PAB0844_HV_PULAU_BAMBU/Cell:eNodeB Function Name=ZZP321_PAB0844_HV_PULAU_BAMBU, Local Cell ID=22, Cell Name=ZZP321MT1_PAB0844_HV_PULAU_BAMBU_MT02, eNodeB ID=1041321, Cell FDD TDD indication=CELL_FDD",Reliable,2280,2280,1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,1244,0,0,2848,25224,12971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,16,25192,12955,0,0,6,19,8,0,0,0,0,0,0,0,0,0,2,0,6,0,0,14,21,0,0,0,0,0,0,0,0,0,2,0,19,0
2022-07-22 02:00+09:00,15,"ZZP321_PAB0844_HV_PULAU_BAMBU/Cell:eNodeB Function Name=ZZP321_PAB0844_HV_PULAU_BAMBU, Local Cell ID=12, Cell Name=ZZP321MT1_PAB0844_HV_PULAU_BAMBU_MT01, eNodeB ID=1041321, Cell FDD TDD indication=CELL_FDD",Reliable,3171271960,1303655760,7292542,0,0,0,0,0,0,0,0,0,0,722571360,0,0,0,2793916,3762312,0,815164,2444938288,6108942,0,0,109299584,275417304,4446075,0,0,0,0,0,0,0,0,0,0,76143296,0,0,0,4220622,32,0,16,199273976,771728,0,0,270959,274906,288632,0,0,0,0,0,62535,0,0,0,561,0,225536,0,184196,119836,315750,0,0,0,0,0,67637,0,0,0,2,0,248111,0
2022-07-22 02:00+09:00,15,"ZZP323_PAB0846_HV_KRASOW/Cell:eNodeB Function Name=ZZP323_PAB0846_HV_KRASOW, Local Cell ID=22, Cell Name=ZZP323MT1_PAB0846_HV_KRASOW_MT02, eNodeB ID=1041323, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP323_PAB0846_HV_KRASOW/Cell:eNodeB Function Name=ZZP323_PAB0846_HV_KRASOW, Local Cell ID=12, Cell Name=ZZP323MT1_PAB0846_HV_KRASOW_MT01, eNodeB ID=1041323, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP310_PAB0829_HV_KLASAN/Cell:eNodeB Function Name=ZZP310_PAB0829_HV_KLASAN, Local Cell ID=22, Cell Name=ZZP310MT1_PAB0829_HV_KLASAN_MT02, eNodeB ID=1041310, Cell FDD TDD indication=CELL_FDD",Reliable,2623248,2048576,177887,0,0,0,0,0,0,0,0,0,0,12304,0,0,0,2059,0,0,0,2610944,177887,0,0,948768,1840816,86602,0,0,0,0,0,0,0,0,0,0,15464,0,0,0,2235,0,0,0,1825352,86602,0,0,695,957,649,0,0,0,0,0,25,0,0,0,0,0,624,0,46,441,957,0,0,0,0,0,27,0,0,0,0,0,930,0
2022-07-22 02:00+09:00,15,"ZZP310_PAB0829_HV_KLASAN/Cell:eNodeB Function Name=ZZP310_PAB0829_HV_KLASAN, Local Cell ID=12, Cell Name=ZZP310MT1_PAB0829_HV_KLASAN_MT01, eNodeB ID=1041310, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP397_PAB1005_HV_MAJONOFMIGI/Cell:eNodeB Function Name=ZZP397_PAB1005_HV_MAJONOFMIGI, Local Cell ID=22, Cell Name=ZZP397MT1_PAB1005_HV_MAJONOFMIGI_MT02, eNodeB ID=1041397, Cell FDD TDD indication=CELL_FDD",Reliable,35472,3864,21532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35472,21532,0,0,0,22384,18874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22384,18874,0,0,51,490,48,0,0,0,0,0,0,0,0,0,0,0,48,0,42,495,490,0,0,0,0,0,0,0,0,0,0,0,490,0
2022-07-22 02:00+09:00,15,"ZZP397_PAB1005_HV_MAJONOFMIGI/Cell:eNodeB Function Name=ZZP397_PAB1005_HV_MAJONOFMIGI, Local Cell ID=12, Cell Name=ZZP397MT1_PAB1005_HV_MAJONOFMIGI_MT01, eNodeB ID=1041397, Cell FDD TDD indication=CELL_FDD",Reliable,2821183920,1026616376,6738119,0,0,0,0,0,0,0,0,48456,32835,1928635728,0,0,0,6120224,249056,0,68867,892250680,4748497,0,0,53021400,159756880,913827,0,0,0,0,0,0,0,0,60352,17996,114402664,0,0,0,770163,0,0,0,45293864,239919,0,0,280172,138289,295735,0,0,0,0,13,163727,0,0,0,103,0,131892,0,212979,76430,147983,0,0,0,0,27,107924,0,0,0,0,0,40032,0
2022-07-22 02:00+09:00,15,"ZZP398_PAB1006_HV_MALAGAI/Cell:eNodeB Function Name=ZZP398_PAB1006_HV_MALAGAI, Local Cell ID=22, Cell Name=ZZP398MT1_PAB1006_HV_MALAGAI_MT02, eNodeB ID=1041398, Cell FDD TDD indication=CELL_FDD",Reliable,235776,112200,91449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235776,91449,0,0,33432,105848,26650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105848,26650,0,0,93,199,86,0,0,0,0,0,0,0,0,0,0,0,86,0,10,76,199,0,0,0,0,0,0,0,0,0,0,0,199,0
2022-07-22 02:00+09:00,15,"ZZP398_PAB1006_HV_MALAGAI/Cell:eNodeB Function Name=ZZP398_PAB1006_HV_MALAGAI, Local Cell ID=12, Cell Name=ZZP398MT1_PAB1006_HV_MALAGAI_MT01, eNodeB ID=1041398, Cell FDD TDD indication=CELL_FDD",Reliable,232400104,96882120,2978978,0,0,0,0,0,0,0,0,0,0,232400104,0,0,0,2978978,0,0,0,0,0,0,0,2846704,15546672,483233,0,0,0,0,0,0,0,0,0,0,15546672,0,0,0,483233,0,0,0,0,0,0,0,21472,13008,16402,0,0,0,0,0,16402,0,0,0,0,0,0,0,8419,5300,13008,0,0,0,0,0,13008,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP383_PAB0980_HV_ISIR/Cell:eNodeB Function Name=ZZP383_PAB0980_HV_ISIR, Local Cell ID=22, Cell Name=ZZP383MT1_PAB0980_HV_ISIR_MT02, eNodeB ID=1041383, Cell FDD TDD indication=CELL_FDD",Reliable,93112112,7149952,2715140,0,0,0,0,0,0,0,0,0,0,9181696,0,0,0,863273,1969744,0,552899,582264,84111,81378408,2694785,2998136,22208376,782336,0,0,0,0,0,0,0,0,0,0,7212168,0,0,0,398411,744504,0,143273,3032568,73678,11219136,779919,38831,53137,39388,0,0,0,0,0,7256,0,0,0,2083,0,515,29534,35054,46125,54200,0,0,0,0,0,26206,0,0,0,3217,0,7037,17740
2022-07-22 02:00+09:00,15,"ZZP383_PAB0980_HV_ISIR/Cell:eNodeB Function Name=ZZP383_PAB0980_HV_ISIR, Local Cell ID=12, Cell Name=ZZP383MT1_PAB0980_HV_ISIR_MT01, eNodeB ID=1041383, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP393_PAB0999_HV_KLASULALA/Cell:eNodeB Function Name=ZZP393_PAB0999_HV_KLASULALA, Local Cell ID=22, Cell Name=ZZP393MT1_PAB0999_HV_KLASULALA_MT02, eNodeB ID=1041393, Cell FDD TDD indication=CELL_FDD",Reliable,118694000,73359048,2948463,0,0,0,0,0,0,0,0,0,0,116313184,0,0,0,2948463,228840,0,78227,2151976,152638,0,0,25291888,256483872,3520063,0,0,0,0,0,0,0,0,0,0,251863768,0,0,0,3513140,0,0,0,4620104,29748,0,0,35052,56251,33198,0,0,0,0,0,31804,0,0,0,45,0,1349,0,3880,43411,56850,0,0,0,0,0,52779,0,0,0,0,0,4071,0
2022-07-22 02:00+09:00,15,"ZZP393_PAB0999_HV_KLASULALA/Cell:eNodeB Function Name=ZZP393_PAB0999_HV_KLASULALA, Local Cell ID=12, Cell Name=ZZP393MT1_PAB0999_HV_KLASULALA_MT01, eNodeB ID=1041393, Cell FDD TDD indication=CELL_FDD",Reliable,472392,323936,118441,0,0,0,0,0,0,0,0,0,0,437744,0,0,0,118441,0,0,0,34648,2465,0,0,770376,1604304,83261,0,0,0,0,0,0,0,0,0,0,269912,0,0,0,83261,0,0,0,1334392,18666,0,0,206,889,196,0,0,0,0,0,147,0,0,0,0,0,49,0,14,427,889,0,0,0,0,0,222,0,0,0,0,0,667,0
2022-07-22 02:00+09:00,15,"ZZP315_PAB0836_HV_MISKUM/Cell:eNodeB Function Name=ZZP315_PAB0836_HV_MISKUM, Local Cell ID=22, Cell Name=ZZP315MT1_PAB0836_HV_MISKUM_MT02, eNodeB ID=1041315, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP315_PAB0836_HV_MISKUM/Cell:eNodeB Function Name=ZZP315_PAB0836_HV_MISKUM, Local Cell ID=12, Cell Name=ZZP315MT1_PAB0836_HV_MISKUM_MT01, eNodeB ID=1041315, Cell FDD TDD indication=CELL_FDD",Reliable,320,320,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP376_PAB0920_HV_OROSOMNA/Cell:eNodeB Function Name=ZZP376_PAB0920_HV_OROSOMNA, Local Cell ID=22, Cell Name=ZZP376MT1_PAB0920_HV_OROSOMNA_MT02, eNodeB ID=1041376, Cell FDD TDD indication=CELL_FDD",Reliable,452420960,154169160,3360366,0,0,0,0,0,0,0,0,0,0,1744224,0,0,0,278250,0,0,0,450676736,3357694,0,0,12868640,29833552,348792,0,0,0,0,0,0,0,0,0,0,835920,0,0,0,74737,0,0,0,28997632,348792,0,0,40833,29123,29857,0,0,0,0,0,419,0,0,0,0,0,29438,0,19753,11171,29259,0,0,0,0,0,774,0,0,0,0,0,28485,0
2022-07-22 02:00+09:00,15,"ZZP376_PAB0920_HV_OROSOMNA/Cell:eNodeB Function Name=ZZP376_PAB0920_HV_OROSOMNA, Local Cell ID=12, Cell Name=ZZP376MT1_PAB0920_HV_OROSOMNA_MT01, eNodeB ID=1041376, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP396_PAB1003_HV_KALADUM/Cell:eNodeB Function Name=ZZP396_PAB1003_HV_KALADUM, Local Cell ID=22, Cell Name=ZZP396MT1_PAB1003_HV_KALADUM_MT02, eNodeB ID=1041396, Cell FDD TDD indication=CELL_FDD",Reliable,3728480,2741736,660894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3728480,660894,0,0,3823472,12916792,93943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12916792,93943,0,0,1662,11174,1566,0,0,0,0,0,0,0,0,0,0,0,1566,0,65,5996,11174,0,0,0,0,0,0,0,0,0,0,0,11174,0
2022-07-22 02:00+09:00,15,"ZZP396_PAB1003_HV_KALADUM/Cell:eNodeB Function Name=ZZP396_PAB1003_HV_KALADUM, Local Cell ID=12, Cell Name=ZZP396MT1_PAB1003_HV_KALADUM_MT01, eNodeB ID=1041396, Cell FDD TDD indication=CELL_FDD",Reliable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-07-22 02:00+09:00,15,"ZZP333_PAB0863_HV_KAMPUNG_BERSAMA/Cell:eNodeB Function Name=ZZP333_PAB0863_HV_KAMPUNG_BERSAMA, Local Cell ID=22, Cell Name=ZZP333MT1_PAB0863_HV_KAMPUNG_BERSAMA_MT02, eNodeB ID=1041333, Cell FDD TDD indication=CELL_FDD",Reliable,330784,295048,19196,0,0,0,0,0,0,0,0,0,0,2192,0,0,0,2187,0,0,0,328592,19196,0,0,2540360,7666392,81116,0,0,0,0,0,0,0,0,0,0,2512,0,0,0,2024,0,0,0,7663880,81116,0,0,481,6627,463,0,0,0,0,0,3,0,0,0,0,0,460,0,62,3491,6627,0,0,0,0,0,63,0,0,0,0,0,6564,0
